Index,Title,Sentiment,Class,Entity1,Entity2,Entity3
44,"  ""Bedeutsamer als sieben WM-Titel"": Ricciardos Geschenk an Hamilton  ",0.2454545454545454,Positive,Hamilton,Ricciardo,
45,  Donuts in Abu Dhabi: Killer für Getriebe und Motor?  ,0.29999999999999993,Positive,,,
46,"  Jean Todt: Mercedes' Dominanz ist größer, als unsere bei Ferrari je war  ",0.49,Positive,Mercedes,Ferrari,
47,"  Piquet jun. über Verstappen: Manchmal muss man arrogant sein, oder?  ",0.5153846153846154,Positive,Verstappen,,
48,  Wie mit Sainz: McLaren hofft auf regen Austausch zwischen Ricciardo und Norris  ,0.6785714285714285,Positive,Ricciardo,Sainz,Norris
49,"  Lewis Hamilton: F1-Strafen wie 2020 ""werden nicht wieder passieren""  ",-0.1826086956521739,Negative,Hamilton,,
50,  Pierre Gasly: 2020 war das aufregendste Jahr meiner Karriere  ,0.7062499999999999,Positive,Gasly,,
51,  Valtteri Bottas: Wie Pech seinen Formel-1-Titelkampf 2020 beeinträchtigt hat  ,-0.013513513513513492,Negative,Bottas,,
52,"  Andreas Seidl: Sainz hat bei McLaren alles gelernt, was er für Ferrari braucht  ",0.6461538461538462,Positive,Sainz,McLaren,Ferrari
53,"  Gerhard Berger: Vettels Abschiedslied war ""eine gute Geste""  ",0.5833333333333333,Positive,Vettel,,
54,  Valtteri Bottas plant erneute Teilnahme an der Lappland-Rallye  ,0.4869565217391304,Positive,Bottas,,
55,"  Hamilton in der WM-PK: ""Dankbar, dass wir Rennen fahren konnten""  ",0.5434782608695652,Positive,Hamilton,,
56,  Bewegendes Video: Racing Point schenkt Sergio Perez seinen Siegerpokal  ,0.49230769230769234,Positive,Perez,Racing Point,
57,  Sebastian Vettel: Wie ihm Hamilton über den Ferrari-Schock hinweggeholfen hat  ,0.39999999999999997,Positive,Hamilton,Vettel,Ferrari
58,  Der Formel-1-Samstag im Rückblick: Best of Social Media  ,0.3,Positive,,,
59,  Verstappen bei WM-PK: Wäre sowieso nicht Weltmeister geworden  ,0.5846153846153845,Positive,Verstappen,,
60,  Gänsehaut-Momente vor der Webcam: Das war die FIA-Gala 2020!  ,0.3916666666666665,Positive,,,
61,  Abu Dhabi: Warum war Mercedes im Qualifying langsamer als 2019?  ,0.3225806451612903,Positive,Mercedes,,
62,  Cyril Abiteboul gibt zu: Renault wird Daniel Ricciardo vermissen  ,0.4000000000000001,Positive,Ricciardo,Renault,
63,"  Nach Alonso-Demo im R25: Formel 1 sollte daraus lernen, findet Wolff  ",0.3965116279069767,Positive,,,
64,"  Ricciardo kritisiert: F1-Saisonfinale in Abu Dhabi wie ""ein langes Zeitfahren""  ",0.027586206896551703,Neutral,Ricciardo,,
65,  Warum Daniil Kwjat zum Saisonende hin immer besser wurde  ,0.2,Positive,,,
66,"  Bottas wieder WM-Zweiter: ""Kann nicht so zufriedenstellend sein""  ",0.45789473684210524,Positive,Bottas,,
67,  Nicholas Latifi bewertet erste Formel-1-Saison 2020 mit 8/10 Punkten  ,0.3275862068965517,Positive,Latifi,,
68,  Formel-1-Technik 2020: Letzter 2021er-Vortest in Abu Dhabi  ,0.3899999999999999,Positive,,,
69,"  Keine F1-Zeitenjagd: Haas ""sehr zufrieden"" mit Mick Schumacher  ",0.7184210526315788,Positive,Haas,,
70,  Kevin Magnussen rechnet nicht mit Rückkehr in die Formel 1  ,0.4444444444444444,Positive,Magnussen,,
71,  Spendenerfolg: McLaren sammelt fast halbe Million Euro für wohltätige Zwecke  ,0.6400000000000001,Positive,McLaren,,
72,"  Young-Driver-Test Abu Dhabi: ""Jungspund"" Alonso am schnellsten  ",0.5058823529411764,Positive,,,
73,"  Andreas Seidl: Was die F1 2020 geleistet hat, wird nicht genug gelobt  ",0.36538461538461536,Positive,,,
74,"  McLaren: Bei Platz drei geht es vor allem ""um das sportliche Prestige""  ",0.5466666666666666,Positive,McLaren,,
75,  MGU-K: Warum die Mercedes-Fahrer nicht Bescheid wussten  ,0.18378378378378377,Positive,Mercedes,,
76,  Wer fährt für welches Team beim Young-Driver-Test 2020?  ,0.09374999999999996,Neutral,,,
77,  Charles Leclerc: Andere Strategie hätte auch nichts geändert  ,0.38892857142857146,Positive,Leclerc,,
78,  TV-Quoten Abu Dhabi 2020: Vorjahreswerte überall übertroffen  ,0.1571428571428571,Positive,,,
79,"  Formel-1-Quoten 2020: Die Übersicht von Sky, RTL und ORF  ",0.3444444444444444,Positive,,,
80,"  George Russell: ""Gibt vieles, worauf wir stolz sein können""  ",0.40689655172413797,Positive,Russell,,
81,  Beinahe Mechaniker überfahren: Warum gab's dafür keine Strafe?  ,0.09375,Neutral,,,
82,  Die schnellsten Boxenstopps der Formel 1 2020  ,0.6272727272727273,Positive,,,
83,  Formel 1 2020: Fahrer des Tages  ,0.8555555555555556,Positive,,,
84,  Wer letzte Nacht am besten geschlafen hat: Mick Schumacher  ,0.4507246376811592,Positive,,,
85,  Formel 1 Abu Dhabi 2020: Die animierte Rundentabelle  ,0.0,Neutral,,,
86,"  Andreas Seidl: ""Stolz darauf, heute Teil des McLaren-Teams zu sein""  ",0.6018867924528299,Positive,McLaren,,
87,  MGU-K runtergedreht: Lewis Hamilton wusste von nichts  ,0.4461538461538461,Positive,Hamilton,,
88,"  Daniel Ricciardo: Ein Abschiedsrennen im ""Niemandsland""  ",0.6633333333333332,Positive,Ricciardo,,
89,"  Red Bull will Schwung für 2021 nutzen: ""Mercedes steht nicht still!""  ",0.3677419354838709,Positive,Red Bull,Mercedes,
90,  Toto Wolff: Positionstausch Bottas-Hamilton war kein Thema  ,0.4742424242424242,Positive,Hamilton,Bottas,
91,  Daniil Kwjat: Aus bei AlphaTauri wird am Dienstag besiegelt  ,0.5105263157894736,Positive,AlphaTauri,,
92,  Keine Strafe für Sainz nach vermeintlicher Boxen-Schleichfahrt  ,0.1870967741935484,Positive,Sainz,,
93,"  Albon verpasst Podium in Abu Dhabi knapp: ""Ich habe heute alles gegeben""  ",0.4445945945945945,Positive,Albon,,
94,"  Racing Point unterliegt McLaren: ""Viele verpasste Chancen""  ",0.2323529411764706,Positive,Racing Point,McLaren,
95,  Sonderpokal für Sebastian Vettel zum Ferrari-Abschied!  ,0.49666666666666665,Positive,Vettel,Ferrari,
96,"  Lewis Hamilton: ""Ich war noch nie so ausgelaugt!""  ",0.47045454545454546,Positive,Hamilton,,
97,"  Max Verstappen ""zu schnell"" für Mercedes in Abu Dhabi  ",0.59375,Positive,Verstappen,Mercedes,
98,  F1-Saisonfinale 2020: Fragen & Antworten zum Grand Prix von Abu Dhabi  ,0.33684210526315783,Positive,,,
99,"  Max Verstappen nach erster Pole 2020: ""Konnte sehr enge Linie fahren""  ",0.6874999999999999,Positive,Verstappen,,
100,  Fernando Alonso nach Demorun im R25: Genau das fehlt der Formel 1  ,0.5434782608695652,Positive,,,
101,  Daniil Kwjat: Im richtigen Auto kann ich um die WM kämpfen  ,0.5570175438596491,Positive,,,
102,  Formel 1 Abu Dhabi 2020: Das letzte Rennen des Jahres in der Chronologie  ,0.24418604651162787,Positive,,,
103,  Zum Ricciardo-Abschied: Versöhnliche Worte von Cyril Abiteboul  ,0.45,Positive,Ricciardo,,
104,  Zak Brown: Leider kann es auch noch WM-Platz fünf werden für McLaren ...  ,0.5476190476190476,Positive,McLaren,,
105,"  Sebastian Vettel: ""Es ist ganz offensichtlich ein Rätsel ...""  ",0.5636363636363636,Positive,Vettel,,
106,"  Trotz P5 und 0,325 Sekunden Rückstand: ""Bestes Qualifying"" für Alexander Albon  ",0.4280487804878048,Positive,Albon,,
107,"  Hamilton und der ""Schwarze Schwan"": Was Toto Wolff damit gemeint hat  ",0.19090909090909092,Positive,Hamilton,,
108,  Nach Aussprache mit Valtteri Bottas: Toto Wolff bestätigt Vertrag für 2021  ,0.28469387755102044,Positive,Bottas,,
109,  Lance Stroll pokert in Abu Dhabi: Alter Mercedes-Motor als Handicap  ,0.5230769230769231,Positive,Stroll,Mercedes,
110,  Valtteri Bottas: Wo er die 25 Tausendstelsekunden verloren hat  ,0.44761904761904747,Positive,Bottas,,
111,"  Hamilton-Start nicht in Gefahr, aber: ""Habe viel Gewicht verloren""  ",0.19666666666666668,Positive,Hamilton,,
112,"  Helmut Marko: ""Können das Rennen auch gewinnen""  ",0.7766666666666666,Positive,,,
113,"  Sergio Perez vor Aufholjagd: Frischer Motor bringt ""ein paar Zehntel""  ",0.46590909090909083,Positive,Perez,,
114,"  Renault ärgert sich über Q2-Aus: ""Wir müssen All-in gehen!""  ",0.35714285714285715,Positive,Renault,,
115,  Max Verstappen: Hand verklemmt im Formel-1-Qualifying!  ,0.44666666666666666,Positive,Verstappen,,
116,"  Andrew Shovlin gibt zu: Qualifying-Probleme für Mercedes ""überraschend""  ",0.2655172413793104,Positive,Mercedes,,
117,"  P4 da, Konkurrenz weit weg: ""Perfekter Samstag"" für McLaren  ",0.6578947368421052,Positive,McLaren,,
118,  Charles Leclerc: Q2 als Schlüssel zum Erfolg für Ferrari  ,0.2966666666666667,Positive,Leclerc,Ferrari,
119,"  Sebastian Vettel: ""Bin erleichtert, dass es zu Ende ist""  ",0.37307692307692303,Positive,Vettel,,
120,  Die Qualifying-Duelle der Formel-1-Saison 2020  ,0.39999999999999997,Positive,,,
121,  F1 Abu Dhabi 2020: Fragen & Antworten zum Qualifying  ,0.30833333333333324,Positive,,,
122,"  Red Bull: Entscheidung über Alexander Albons Schicksal ""in ein paar Tagen""  ",0.1730769230769231,Positive,Albon,Red Bull,
123,  F1 Abu Dhabi 2020: Hat Mercedes im dritten Freien Training geblufft?  ,0.17272727272727273,Positive,Mercedes,,
124,"  ""Danke, Seb"": Charles Leclerc fährt in Abu Dhabi mit Helm zu Vettels Ehren  ",0.2125,Positive,Leclerc,Vettel,
125,  Formel 1 Abu Dhabi 2020: Das letzte Qualifying des Jahres in der Chronologie  ,0.46404494382022476,Positive,,,
126,  100. Grand Prix für Haas in der F1: Worauf Günther Steiner stolz ist  ,0.32307692307692304,Positive,Haas,,
127,  2021er-Unterboden getestet: Vettel hilft bei Entwicklung des neuen Ferrari  ,0.44000000000000006,Positive,Vettel,Ferrari,
128,"  Günther Steiner: Mick Schumacher ""hat einen fantastischen Job gemacht""  ",0.345,Positive,,,
129,"  Ralf Schumacher: ""Bottas nächstes Jahr nicht mehr im Mercedes""  ",0.3857142857142858,Positive,Bottas,Mercedes,
130,"  ""Eigenartiges Gefühl"": George Russell berichtet von seiner Williams-Rückkehr  ",0.37999999999999995,Positive,Russell,Williams,
131,  Alfa Romeo in Flammen: Darum kam Räikkönen so langsam aus dem Auto  ,0.09333333333333331,Neutral,Alfa Romeo,,
132,"  Andreas Seidl: ""Haben größeren Sprung mit dem Soft erwartet""  ",0.7638888888888887,Positive,,,
133,"  Lewis Hamilton wieder da: ""Wie am ersten Schultag!""  ",0.444,Positive,Hamilton,,
134,  Formel-1-Technik: Was in Abu Dhabi für 2021 getestet wurde  ,0.5090909090909091,Positive,,,
135,  Warum Renault Fernando Alonso unbedingt testen wollte  ,0.5137931034482758,Positive,Renault,,
136,"  F1 Abu Dhabi: Hamilton Schnellster, aber Bestzeit für Bottas!  ",0.38958333333333317,Positive,Hamilton,Bottas,
137,  Mick Schumachers Debüt: Warum er schneller war und was noch besser geht  ,0.6277777777777778,Positive,,,
138,  Mercedes erklärt: Warum Bottas' Starts so schlecht ausgesehen haben  ,0.5666666666666667,Positive,Bottas,Mercedes,
139,"  Horner lobt Perez: Sieg in Bahrain war ""großartige Eigenwerbung""  ",0.65,Positive,Perez,,
140,  Abu Dhabi 2020: So lief das erste Formel-1-Training von Mick Schumacher!  ,0.3090909090909091,Positive,,,
141,  Romain Grosjean zeigt Grad seiner Verbrennungen auf Social Media  ,0.17272727272727273,Positive,Grosjean,,
142,  Haas: Kein Abschiedstest für Romain Grosjean möglich  ,0.7714285714285715,Positive,Grosjean,Haas,
143,"  Formel-1-Liveticker: George Russell ""kein Thema"" für Red Bull  ",0.3476190476190475,Positive,Russell,Red Bull,
144,  Max Verstappen: Suche mir meinen Teamkollegen nicht aus  ,0.43333333333333335,Positive,Verstappen,,
145,"  Toto Wolff über Bottas: ""Alles andere als einfach"", ""immens unter Druck""  ",0.3532258064516129,Positive,Bottas,,
146,  Magnussen: Kaum jemand auf eine Runde schneller als Grosjean  ,0.4448275862068965,Positive,Grosjean,Magnussen,
147,  Nicholas Latifi: Russell-Leistung im Mercedes lässt ihn besser aussehen  ,0.5583333333333333,Positive,Russell,Latifi,Mercedes
148,  Kampf um Platz drei: McLaren muss auf Probleme bei Racing Point hoffen  ,0.388235294117647,Positive,Racing Point,McLaren,
149,  Warum Lewis Hamilton nun doch beim Formel-1-Finale in Abu Dhabi fährt  ,0.07894736842105261,Neutral,Hamilton,,
150,"  Vettel über Young-Driver-Test: ""Dann müsste man es allen erlauben""  ",0.3045454545454545,Positive,Vettel,,
151,"  ""No Power"": Mercedes erklärt, warum George Russell so besorgt war  ",-0.11724137931034484,Negative,Russell,Mercedes,
152,"  Magnussen vor F1-Abschiedsrennen: ""Man sollte niemals nie sagen""  ",0.3461538461538461,Positive,Magnussen,,
153,  George Russell stellt klar: Bin für 2021 ein Williams-Fahrer  ,0.14761904761904765,Neutral,Russell,Williams,
154,"  Nach ""Missverständnis"": Was Pirelli beim Reifentest in Abu Dhabi ändern will  ",0.19736842105263164,Positive,,,
155,"  Max Verstappen: Wäre auch raus, wenn ich das Kiesbett gesehen hätte  ",-0.11034482758620687,Negative,Verstappen,,
156,  Showrun in Abu Dhabi: Fernando Alonso zurück am Steuer des Renault R25  ,0.22777777777777775,Positive,Renault,,
157,  Krank nach Italien: Ferrari in Abu Dhabi wieder ohne Mattia Binotto  ,0.7,Positive,Ferrari,,
158,  Warten auf Lewis Hamilton: Jack Aitken als Williams-Fahrer in FIA-PK  ,0.6285714285714286,Positive,Hamilton,Williams,
159,"  Mercedes-Boxenproblem gelöst? ""Haben die Köpfe rauchen lassen!""  ",0.01052631578947367,Neutral,Mercedes,,
160,  Dank ans Team: Mercedes fährt in Abu Dhabi mit Speziallackierung  ,0.42750000000000005,Positive,Mercedes,,
161,  Williams: George Russell in Sachir vermisst  ,0.4477272727272727,Positive,Russell,Williams,
162,  Valtteri Bottas: Ersten Matchball für Vize-WM-Titel nicht verwandelt  ,0.8333333333333333,Positive,Bottas,,
163,"  Toto Wolff: ""Wir wissen, wie gut Esteban Ocon ist""  ",0.5999999999999999,Positive,Ocon,,
164,  Entscheidung gefallen: Keine Sondererlaubnis für Sainz' Ferrari-Test  ,-0.3764705882352941,Negative,Sainz,Ferrari,
165,"  Mercedes-Renningenieur staunt: ""Wie Russell attackierte, war beeindruckend""  ",0.23199999999999993,Positive,Russell,Mercedes,
166,  George Russell passte nicht mal richtig ins Auto  ,0.532142857142857,Positive,Russell,,
167,"  Hamilton-Video aus der Quarantäne: ""Eine der härtesten Wochen""  ",0.4799999999999999,Positive,Hamilton,,
168,"  McLaren: Späte Safety-Car-Phase bremste Carlos Sainz ""auf der Jagd"" aus  ",0.24444444444444446,Positive,Sainz,McLaren,
169,"  Ricciardo ärgert sich: Hätten Perez in Sachir ""nicht gewinnen lassen dürfen""  ",0.31428571428571433,Positive,Perez,Ricciardo,
170,  Yuki Tsunoda für Young-Driver-Test mit AlphaTauri bestätigt  ,0.6799999999999999,Positive,AlphaTauri,,
171,"  Ralf Schumacher: ""Eigenartig"", was bei Ferrari mit Vettel passiert  ",0.1423076923076923,Neutral,Vettel,Ferrari,
172,  TV-Quoten Sachir 2020: Mehr Zuschauer zu späterer Stunde bei RTL und ORF  ,-0.16875,Negative,,,
173,"  Lawrence Strolls erster Sieg als Teameigentümer: ""Das war kein Glück""  ",0.573076923076923,Positive,Stroll,,
174,"  Toto Wolff: ""Ziemlich hässlich, was sich Lewis da eingetreten hat""  ",0.3275,Positive,,,
175,  F1 unter der Glasglocke: So streng sind die Corona-Regeln zum Saisonfinale  ,-0.29583333333333334,Negative,,,
176,  George Russell: Eltern mussten ihn am Telefon trösten  ,0.30588235294117644,Positive,Russell,,
177,"  #SagsMST Bahrain: Ist Lewis Hamilton ""austauschbar"" und ""überbezahlt""?  ",1.0,Positive,Hamilton,,
178,"  Ralf Schumacher: Bottas muss froh sein, dass er einen Vertrag hat!  ",-0.07307692307692308,Negative,Bottas,,
179,  Was Lewis Hamiltons Rennstart in Abu Dhabi verhindern könnte  ,0.2904761904761905,Positive,Hamilton,,
180,"  Aitken-Fehler kostet Russell Sieg: ""Fühle mich nicht dafür verantwortlich""  ",0.25625,Positive,Russell,,
181,  Sergio Perez überzeugt: Hätte in Bahrain auch gegen Russell gewonnen  ,0.45,Positive,Russell,Perez,
182,  Wer letzte Nacht am besten geschlafen hat: Sergio Perez  ,0.49999999999999994,Positive,Perez,,
183,  Falsche Priorisierung im Funksystem: So kam es zum Mercedes-Chaos!  ,0.38833333333333325,Positive,Mercedes,,
184,"  Carlos Sainz: ""Ein McLaren kann einen Mercedes halt nicht überholen ...""  ",0.1068181818181818,Neutral,Sainz,Mercedes,McLaren
185,"  Racing Point: Bei der Siegesfeier im Ritz zahlt ""Checo"" den Tequila!  ",0.4833333333333332,Positive,Racing Point,,
186,"  Valtteri Bottas: Sehe neben Russell aus ""wie der Depp""  ",0.3831914893617021,Positive,Russell,Bottas,
187,"  Alexander Albon rätselt: ""War die meiste Zeit hinter Sergio ...""  ",0.004761904761904755,Neutral,Albon,,
188,  Erstes Podium für Ocon: Keine Wette mit Renault-Teamchef Abiteboul  ,0.32837837837837835,Positive,Ocon,Renault,
189,"  Lance Stroll enttäuscht über P3: ""Hätte heute gewinnen können""  ",0.35185185185185186,Positive,Stroll,,
190,  Kommissare gnädig: 20.000 Euro Strafe für Mercedes nach Boxenpanne  ,0.2785714285714286,Positive,Mercedes,,
191,"  Sebastian Vettel zur Ferrari-Form: ""Sieht dann natürlich doof aus""  ",0.152,Positive,Vettel,Ferrari,
192,  Zwischenfall mit Verstappen: Sportkommissare bestrafen Leclerc  ,-0.5,Negative,Verstappen,Leclerc,
193,"  Mercedes-Panne versaut Russell-Sieg: ""Kolossalster Fuck-up!""  ",0.11896551724137933,Neutral,Russell,Mercedes,
194,"  Sergio Perez: ""Das Auto fühlte sich an wie eine Limousine""  ",0.2772727272727273,Positive,Perez,,
195,  GP Sachir 2020: Fragen & Antworten zum Formel-1-Rennen in Bahrain  ,0.29895833333333327,Positive,,,
196,  Esteban Ocon: Ricciardo im Qualifying endlich in Reichweite  ,0.5523809523809524,Positive,Ricciardo,Ocon,
197,"  Fittipaldis F1-Debüt: Magnussen ins Q2 gezogen, jetzt Zielankunft anvisiert  ",0.41904761904761906,Positive,Magnussen,,
198,"  Valtteri Bottas nach Pole: ""Bin enttäuscht über die Runde""  ",0.5533333333333332,Positive,Bottas,,
199,  Formel 1 Bahrain 2020: Der Rennsonntag in der Chronologie  ,0.13469387755102036,Neutral,,,
200,"  Max Verstappen setzt mit Soft auf Risiko: ""Haben nichts zu verlieren""  ",0.36666666666666664,Positive,Verstappen,,
201,  Romain Grosjean bestätigt: Werde auch in Abu Dhabi fehlen  ,0.438235294117647,Positive,Grosjean,,
202,"  Steiner über rüde Formel-2-Aktionen von Masepin: ""Da haben wir Arbeit vor uns""  ",-0.040909090909090895,Negative,,,
203,  Charles Leclercs wilder Ritt über die Kerbs: Linie bei Pierre Gasly abgeschaut!  ,0.3916666666666668,Positive,Gasly,Leclerc,
204,  Sachir: Überholen doch nicht so einfach wie gedacht?  ,0.14,Neutral,,,
205,  Toto Wolff schließt Stallorder aus: George Russell darf in Bahrain gewinnen!  ,0.3283018867924528,Positive,Russell,,
206,"  Carlos Sainz: Russell zeigt, dass nicht nur Hamilton im Mercedes gewinnen kann  ",0.5675675675675674,Positive,Russell,Hamilton,Sainz
207,  Romain Grosjean: Warum er im Feuer fast nichts sehen konnte  ,0.04999999999999999,Neutral,Grosjean,,
208,  15 Punkte Abtrieb verloren: Für Pierre Gasly war mehr drin als P9  ,0.30270270270270266,Positive,Gasly,,
209,  Toto Wolff: Haben von George Russell ein Top-5-Ergebnis erwartet  ,0.41935483870967744,Positive,Russell,,
210,  Norris verpasst Q3 klar: Schlechtestes Quali-Ergebnis in dieser Saison  ,0.26842105263157895,Positive,Norris,,
211,  Perez hadert mit Leistungsverlust: Nur wegen altem Motor hinter Leclerc?  ,0.48571428571428565,Positive,Perez,Leclerc,
212,  Alexander Albon: Im Qualifying plötzlich ein anderes Auto  ,0.14347826086956522,Neutral,Albon,,
213,"  George Russell: ""Habe im Qualifying einmal den Leerlauf erwischt""  ",0.2565217391304348,Positive,Russell,,
214,  Charles Leclerc: Mit fast perfekter Runde in die zweite Startreihe  ,0.39655172413793105,Positive,Leclerc,,
215,  Startplatz 13: Wieso Sebastian Vettel auch in Sachir die Top 10 verpasste  ,0.5,Positive,Vettel,,
216,  GP Sachir 2020: Hat der Windschatten Russell die Pole gekostet?  ,0.31477272727272715,Positive,Russell,,
217,"  Wie stehen Lewis Hamiltons Chancen, in Abu Dhabi zu fahren?  ",0.014814814814814812,Neutral,Hamilton,,
218,"  F1 Sachir 2020: Verstappen Schnellster in Bahrain, Russell fällt zurück  ",0.08235294117647057,Neutral,Russell,Verstappen,
219,"  Vettel über Young-Driver-Kontroverse: ""Kasperletheater""  ",0.55,Positive,Vettel,,
220,"  Williams fühlt sich bestätigt: Russell freizugeben war ""total richtig""  ",0.4051282051282051,Positive,Russell,Williams,
221,  Formel 1 Bahrain 2020: Das Qualifying am Samstag in der Chronologie  ,0.16991150442477873,Positive,,,
222,"  Mit dem Set-up verzockt: Q1 ""keine große Hürde"" für Sebastian Vettel  ",0.4423076923076923,Positive,Vettel,,
223,  Kevin Magnussen: Ich muss echt meinen Hut vor Romain ziehen!  ,0.37894736842105264,Positive,Magnussen,,
224,"  Günther Steiner: Gut, dass Grosjean über den Unfall redet  ",0.6266666666666666,Positive,Grosjean,,
225,  McLaren rätselt: In einer Woche sehr viel Zeit verloren  ,0.2517241379310345,Positive,McLaren,,
226,"  Fahrer fürchten: ""Im Rennen wird es drunter und drüber gehen""  ",0.11136363636363637,Neutral,,,
227,"  George Russell holt zweimal Bestzeit, aber ""noch nicht auf Hamilton-Niveau""  ",0.5681818181818185,Positive,Russell,Hamilton,
228,  Esteban Ocon happy: Bester Freitag der ganzen Saison 2020!  ,0.9470588235294116,Positive,Ocon,,
