Index,Title,Sentiment,Class,Entity1
26,,-0.11935483870967742,,
26,,-0.11935483870967742,,
27,"  Nico Rosberg besorgt: Klimakrise die ""größte Bedrohung für die Menschheit""  ",0.584,Positive,
27,,0.584,,
27,,0.584,,
28,  Queen macht es offiziell: Lewis Hamilton ist jetzt ein Sir!  ,0.8352941176470589,Positive,Hamilton
28,,0.8352941176470589,,
28,,0.8352941176470589,,
29,  Programm für Silvester: Video-Jahresrückblick mit Surer & Wurz  ,0.48125,Positive,
29,,0.48125,,
29,,0.48125,,
30,"  Toto Wolff: Neues Motorenreglement bis Mitte 2022 ist ""machbar""  ",0.775,Positive,
30,,0.775,,
30,,0.775,,
31,  McLaren-Bromance: Sainz und Norris über das Geheimnis ihrer Freundschaft  ,0.5956521739130434,Positive,Sainz
31,,0.5956521739130434,,Norris
31,,0.5956521739130434,,McLaren
32,"  Helmut Marko exklusiv (3/3): Bottas ist in Bahrain ""Mist zusammengefahren""  ",0.3499999999999999,Positive,Bottas
32,,0.3499999999999999,,
32,,0.3499999999999999,,
33,"  Helmut Marko über Daniil Kwjat: ""Kein Thema mehr"" für Red Bull  ",0.2814814814814815,Positive,Red Bull
33,,0.2814814814814815,,
33,,0.2814814814814815,,
34,  Jos Verstappen: Le-Mans-Start mit Max nur wenn ich gut genug bin  ,0.7333333333333334,Positive,Verstappen
34,,0.7333333333333334,,
34,,0.7333333333333334,,
35,  Andreas Seidl: Warum 2020 für McLaren doppelt anstrengend war  ,0.6863636363636364,Positive,McLaren
35,,0.6863636363636364,,
35,,0.6863636363636364,,
36,  Sebastian Vettel: Die Welt sollte mehr auf Greta Thunberg hören  ,0.4166666666666666,Positive,Vettel
36,,0.4166666666666666,,
36,,0.4166666666666666,,
37,  Charles Leclerc: 2020 war meine bisher beste Saison in der Formel 1  ,0.5857142857142857,Positive,Leclerc
37,,0.5857142857142857,,
37,,0.5857142857142857,,
38,"  Helmut Marko exklusiv (1/3): Eigener Red-Bull-Motor ""bei 80, 85 Prozent""  ",0.27678571428571425,Positive,
38,,0.27678571428571425,,
38,,0.27678571428571425,,
39,  Helmut Marko: Daran ist Alexander Albon gescheitert  ,0.10952380952380951,Neutral,Albon
39,,0.10952380952380951,,
39,,0.10952380952380951,,
40,  McLaren-Juniorprogramm ohne Fahrer: Was Zak Brown anders macht  ,0.6799999999999999,Positive,McLaren
40,,0.6799999999999999,,
40,,0.6799999999999999,,
41,  George Russell: Mein Fahrstil hat mir im Mercedes geschadet  ,0.16785714285714284,Positive,Russell
41,,0.16785714285714284,,Mercedes
41,,0.16785714285714284,,
42,  Frank Williams am Heiligabend aus dem Krankenhaus entlassen  ,0.45999999999999996,Positive,Williams
42,,0.45999999999999996,,
42,,0.45999999999999996,,
43,  Teamchefs und Fahrer wählen Top-10-Piloten 2020  ,0.6714285714285715,Positive,
43,,0.6714285714285715,,
43,,0.6714285714285715,,
44,"  ""Bedeutsamer als sieben WM-Titel"": Ricciardos Geschenk an Hamilton  ",0.2454545454545454,Positive,Hamilton
44,,0.2454545454545454,,Ricciardo
44,,0.2454545454545454,,
45,  Donuts in Abu Dhabi: Killer für Getriebe und Motor?  ,0.29999999999999993,Positive,
45,,0.29999999999999993,,
45,,0.29999999999999993,,
46,"  Jean Todt: Mercedes' Dominanz ist größer, als unsere bei Ferrari je war  ",0.49,Positive,Mercedes
46,,0.49,,Ferrari
46,,0.49,,
47,"  Piquet jun. über Verstappen: Manchmal muss man arrogant sein, oder?  ",0.5153846153846154,Positive,Verstappen
47,,0.5153846153846154,,
47,,0.5153846153846154,,
48,  Wie mit Sainz: McLaren hofft auf regen Austausch zwischen Ricciardo und Norris  ,0.6785714285714285,Positive,Ricciardo
48,,0.6785714285714285,,Sainz
48,,0.6785714285714285,,Norris
49,"  Lewis Hamilton: F1-Strafen wie 2020 ""werden nicht wieder passieren""  ",-0.1826086956521739,Negative,Hamilton
49,,-0.1826086956521739,,
49,,-0.1826086956521739,,
50,  Pierre Gasly: 2020 war das aufregendste Jahr meiner Karriere  ,0.7062499999999999,Positive,Gasly
50,,0.7062499999999999,,
50,,0.7062499999999999,,
51,  Valtteri Bottas: Wie Pech seinen Formel-1-Titelkampf 2020 beeinträchtigt hat  ,-0.013513513513513492,Negative,Bottas
51,,-0.013513513513513492,,
51,,-0.013513513513513492,,
52,"  Andreas Seidl: Sainz hat bei McLaren alles gelernt, was er für Ferrari braucht  ",0.6461538461538462,Positive,Sainz
52,,0.6461538461538462,,McLaren
52,,0.6461538461538462,,Ferrari
53,"  Gerhard Berger: Vettels Abschiedslied war ""eine gute Geste""  ",0.5833333333333333,Positive,Vettel
53,,0.5833333333333333,,
53,,0.5833333333333333,,
54,  Valtteri Bottas plant erneute Teilnahme an der Lappland-Rallye  ,0.4869565217391304,Positive,Bottas
54,,0.4869565217391304,,
54,,0.4869565217391304,,
55,"  Hamilton in der WM-PK: ""Dankbar, dass wir Rennen fahren konnten""  ",0.5434782608695652,Positive,Hamilton
55,,0.5434782608695652,,
55,,0.5434782608695652,,
56,  Bewegendes Video: Racing Point schenkt Sergio Perez seinen Siegerpokal  ,0.49230769230769234,Positive,Perez
56,,0.49230769230769234,,Racing Point
56,,0.49230769230769234,,
57,  Sebastian Vettel: Wie ihm Hamilton über den Ferrari-Schock hinweggeholfen hat  ,0.39999999999999997,Positive,Hamilton
57,,0.39999999999999997,,Vettel
57,,0.39999999999999997,,Ferrari
58,  Der Formel-1-Samstag im Rückblick: Best of Social Media  ,0.3,Positive,
58,,0.3,,
58,,0.3,,
59,  Verstappen bei WM-PK: Wäre sowieso nicht Weltmeister geworden  ,0.5846153846153845,Positive,Verstappen
59,,0.5846153846153845,,
59,,0.5846153846153845,,
60,  Gänsehaut-Momente vor der Webcam: Das war die FIA-Gala 2020!  ,0.3916666666666665,Positive,
60,,0.3916666666666665,,
60,,0.3916666666666665,,
61,  Abu Dhabi: Warum war Mercedes im Qualifying langsamer als 2019?  ,0.3225806451612903,Positive,Mercedes
61,,0.3225806451612903,,
61,,0.3225806451612903,,
62,  Cyril Abiteboul gibt zu: Renault wird Daniel Ricciardo vermissen  ,0.4000000000000001,Positive,Ricciardo
62,,0.4000000000000001,,Renault
62,,0.4000000000000001,,
63,"  Nach Alonso-Demo im R25: Formel 1 sollte daraus lernen, findet Wolff  ",0.3965116279069767,Positive,
63,,0.3965116279069767,,
63,,0.3965116279069767,,
64,"  Ricciardo kritisiert: F1-Saisonfinale in Abu Dhabi wie ""ein langes Zeitfahren""  ",0.027586206896551703,Neutral,Ricciardo
64,,0.027586206896551703,,
64,,0.027586206896551703,,
65,  Warum Daniil Kwjat zum Saisonende hin immer besser wurde  ,0.2,Positive,
65,,0.2,,
65,,0.2,,
66,"  Bottas wieder WM-Zweiter: ""Kann nicht so zufriedenstellend sein""  ",0.45789473684210524,Positive,Bottas
66,,0.45789473684210524,,
66,,0.45789473684210524,,
67,  Nicholas Latifi bewertet erste Formel-1-Saison 2020 mit 8/10 Punkten  ,0.3275862068965517,Positive,Latifi
67,,0.3275862068965517,,
67,,0.3275862068965517,,
68,  Formel-1-Technik 2020: Letzter 2021er-Vortest in Abu Dhabi  ,0.3899999999999999,Positive,
68,,0.3899999999999999,,
68,,0.3899999999999999,,
69,"  Keine F1-Zeitenjagd: Haas ""sehr zufrieden"" mit Mick Schumacher  ",0.7184210526315788,Positive,Haas
69,,0.7184210526315788,,
69,,0.7184210526315788,,
70,  Kevin Magnussen rechnet nicht mit Rückkehr in die Formel 1  ,0.4444444444444444,Positive,Magnussen
70,,0.4444444444444444,,
70,,0.4444444444444444,,
71,  Spendenerfolg: McLaren sammelt fast halbe Million Euro für wohltätige Zwecke  ,0.6400000000000001,Positive,McLaren
71,,0.6400000000000001,,
71,,0.6400000000000001,,
72,"  Young-Driver-Test Abu Dhabi: ""Jungspund"" Alonso am schnellsten  ",0.5058823529411764,Positive,
72,,0.5058823529411764,,
72,,0.5058823529411764,,
73,"  Andreas Seidl: Was die F1 2020 geleistet hat, wird nicht genug gelobt  ",0.36538461538461536,Positive,
73,,0.36538461538461536,,
73,,0.36538461538461536,,
74,"  McLaren: Bei Platz drei geht es vor allem ""um das sportliche Prestige""  ",0.5466666666666666,Positive,McLaren
74,,0.5466666666666666,,
74,,0.5466666666666666,,
75,  MGU-K: Warum die Mercedes-Fahrer nicht Bescheid wussten  ,0.18378378378378377,Positive,Mercedes
75,,0.18378378378378377,,
75,,0.18378378378378377,,
76,  Wer fährt für welches Team beim Young-Driver-Test 2020?  ,0.09374999999999996,Neutral,
76,,0.09374999999999996,,
76,,0.09374999999999996,,
77,  Charles Leclerc: Andere Strategie hätte auch nichts geändert  ,0.38892857142857146,Positive,Leclerc
77,,0.38892857142857146,,
77,,0.38892857142857146,,
78,  TV-Quoten Abu Dhabi 2020: Vorjahreswerte überall übertroffen  ,0.1571428571428571,Positive,
78,,0.1571428571428571,,
78,,0.1571428571428571,,
79,"  Formel-1-Quoten 2020: Die Übersicht von Sky, RTL und ORF  ",0.3444444444444444,Positive,
79,,0.3444444444444444,,
79,,0.3444444444444444,,
80,"  George Russell: ""Gibt vieles, worauf wir stolz sein können""  ",0.40689655172413797,Positive,Russell
80,,0.40689655172413797,,
80,,0.40689655172413797,,
81,  Beinahe Mechaniker überfahren: Warum gab's dafür keine Strafe?  ,0.09375,Neutral,
81,,0.09375,,
81,,0.09375,,
82,  Die schnellsten Boxenstopps der Formel 1 2020  ,0.6272727272727273,Positive,
82,,0.6272727272727273,,
82,,0.6272727272727273,,
83,  Formel 1 2020: Fahrer des Tages  ,0.8555555555555556,Positive,
83,,0.8555555555555556,,
83,,0.8555555555555556,,
84,  Wer letzte Nacht am besten geschlafen hat: Mick Schumacher  ,0.4507246376811592,Positive,
84,,0.4507246376811592,,
84,,0.4507246376811592,,
85,  Formel 1 Abu Dhabi 2020: Die animierte Rundentabelle  ,0.0,Neutral,
85,,0.0,,
85,,0.0,,
86,"  Andreas Seidl: ""Stolz darauf, heute Teil des McLaren-Teams zu sein""  ",0.6018867924528299,Positive,McLaren
86,,0.6018867924528299,,
86,,0.6018867924528299,,
87,  MGU-K runtergedreht: Lewis Hamilton wusste von nichts  ,0.4461538461538461,Positive,Hamilton
87,,0.4461538461538461,,
87,,0.4461538461538461,,
88,"  Daniel Ricciardo: Ein Abschiedsrennen im ""Niemandsland""  ",0.6633333333333332,Positive,Ricciardo
88,,0.6633333333333332,,
88,,0.6633333333333332,,
89,"  Red Bull will Schwung für 2021 nutzen: ""Mercedes steht nicht still!""  ",0.3677419354838709,Positive,Red Bull
89,,0.3677419354838709,,Mercedes
89,,0.3677419354838709,,
90,  Toto Wolff: Positionstausch Bottas-Hamilton war kein Thema  ,0.4742424242424242,Positive,Hamilton
90,,0.4742424242424242,,Bottas
90,,0.4742424242424242,,
91,  Daniil Kwjat: Aus bei AlphaTauri wird am Dienstag besiegelt  ,0.5105263157894736,Positive,AlphaTauri
91,,0.5105263157894736,,
91,,0.5105263157894736,,
92,  Keine Strafe für Sainz nach vermeintlicher Boxen-Schleichfahrt  ,0.1870967741935484,Positive,Sainz
92,,0.1870967741935484,,
92,,0.1870967741935484,,
93,"  Albon verpasst Podium in Abu Dhabi knapp: ""Ich habe heute alles gegeben""  ",0.4445945945945945,Positive,Albon
93,,0.4445945945945945,,
93,,0.4445945945945945,,
94,"  Racing Point unterliegt McLaren: ""Viele verpasste Chancen""  ",0.2323529411764706,Positive,Racing Point
94,,0.2323529411764706,,McLaren
94,,0.2323529411764706,,
95,  Sonderpokal für Sebastian Vettel zum Ferrari-Abschied!  ,0.49666666666666665,Positive,Vettel
95,,0.49666666666666665,,Ferrari
95,,0.49666666666666665,,
96,"  Lewis Hamilton: ""Ich war noch nie so ausgelaugt!""  ",0.47045454545454546,Positive,Hamilton
96,,0.47045454545454546,,
96,,0.47045454545454546,,
97,"  Max Verstappen ""zu schnell"" für Mercedes in Abu Dhabi  ",0.59375,Positive,Verstappen
97,,0.59375,,Mercedes
97,,0.59375,,
98,  F1-Saisonfinale 2020: Fragen & Antworten zum Grand Prix von Abu Dhabi  ,0.33684210526315783,Positive,
98,,0.33684210526315783,,
98,,0.33684210526315783,,
99,"  Max Verstappen nach erster Pole 2020: ""Konnte sehr enge Linie fahren""  ",0.6874999999999999,Positive,Verstappen
99,,0.6874999999999999,,
99,,0.6874999999999999,,
100,  Fernando Alonso nach Demorun im R25: Genau das fehlt der Formel 1  ,0.5434782608695652,Positive,
100,,0.5434782608695652,,
100,,0.5434782608695652,,
101,  Daniil Kwjat: Im richtigen Auto kann ich um die WM kämpfen  ,0.5570175438596491,Positive,
101,,0.5570175438596491,,
101,,0.5570175438596491,,
102,  Formel 1 Abu Dhabi 2020: Das letzte Rennen des Jahres in der Chronologie  ,0.24418604651162787,Positive,
102,,0.24418604651162787,,
102,,0.24418604651162787,,
103,  Zum Ricciardo-Abschied: Versöhnliche Worte von Cyril Abiteboul  ,0.45,Positive,Ricciardo
103,,0.45,,
103,,0.45,,
104,  Zak Brown: Leider kann es auch noch WM-Platz fünf werden für McLaren ...  ,0.5476190476190476,Positive,McLaren
104,,0.5476190476190476,,
104,,0.5476190476190476,,
105,"  Sebastian Vettel: ""Es ist ganz offensichtlich ein Rätsel ...""  ",0.5636363636363636,Positive,Vettel
105,,0.5636363636363636,,
105,,0.5636363636363636,,
106,"  Trotz P5 und 0,325 Sekunden Rückstand: ""Bestes Qualifying"" für Alexander Albon  ",0.4280487804878048,Positive,Albon
106,,0.4280487804878048,,
106,,0.4280487804878048,,
107,"  Hamilton und der ""Schwarze Schwan"": Was Toto Wolff damit gemeint hat  ",0.19090909090909092,Positive,Hamilton
107,,0.19090909090909092,,
107,,0.19090909090909092,,
108,  Nach Aussprache mit Valtteri Bottas: Toto Wolff bestätigt Vertrag für 2021  ,0.28469387755102044,Positive,Bottas
108,,0.28469387755102044,,
108,,0.28469387755102044,,
109,  Lance Stroll pokert in Abu Dhabi: Alter Mercedes-Motor als Handicap  ,0.5230769230769231,Positive,Stroll
109,,0.5230769230769231,,Mercedes
109,,0.5230769230769231,,
110,  Valtteri Bottas: Wo er die 25 Tausendstelsekunden verloren hat  ,0.44761904761904747,Positive,Bottas
110,,0.44761904761904747,,
110,,0.44761904761904747,,
111,"  Hamilton-Start nicht in Gefahr, aber: ""Habe viel Gewicht verloren""  ",0.19666666666666668,Positive,Hamilton
111,,0.19666666666666668,,
111,,0.19666666666666668,,
112,"  Helmut Marko: ""Können das Rennen auch gewinnen""  ",0.7766666666666666,Positive,
112,,0.7766666666666666,,
112,,0.7766666666666666,,
113,"  Sergio Perez vor Aufholjagd: Frischer Motor bringt ""ein paar Zehntel""  ",0.46590909090909083,Positive,Perez
113,,0.46590909090909083,,
113,,0.46590909090909083,,
114,"  Renault ärgert sich über Q2-Aus: ""Wir müssen All-in gehen!""  ",0.35714285714285715,Positive,Renault
114,,0.35714285714285715,,
114,,0.35714285714285715,,
115,  Max Verstappen: Hand verklemmt im Formel-1-Qualifying!  ,0.44666666666666666,Positive,Verstappen
115,,0.44666666666666666,,
115,,0.44666666666666666,,
116,"  Andrew Shovlin gibt zu: Qualifying-Probleme für Mercedes ""überraschend""  ",0.2655172413793104,Positive,Mercedes
116,,0.2655172413793104,,
116,,0.2655172413793104,,
117,"  P4 da, Konkurrenz weit weg: ""Perfekter Samstag"" für McLaren  ",0.6578947368421052,Positive,McLaren
117,,0.6578947368421052,,
117,,0.6578947368421052,,
118,  Charles Leclerc: Q2 als Schlüssel zum Erfolg für Ferrari  ,0.2966666666666667,Positive,Leclerc
118,,0.2966666666666667,,Ferrari
118,,0.2966666666666667,,
119,"  Sebastian Vettel: ""Bin erleichtert, dass es zu Ende ist""  ",0.37307692307692303,Positive,Vettel
119,,0.37307692307692303,,
119,,0.37307692307692303,,
120,  Die Qualifying-Duelle der Formel-1-Saison 2020  ,0.39999999999999997,Positive,
120,,0.39999999999999997,,
120,,0.39999999999999997,,
121,  F1 Abu Dhabi 2020: Fragen & Antworten zum Qualifying  ,0.30833333333333324,Positive,
121,,0.30833333333333324,,
121,,0.30833333333333324,,
122,"  Red Bull: Entscheidung über Alexander Albons Schicksal ""in ein paar Tagen""  ",0.1730769230769231,Positive,Albon
122,,0.1730769230769231,,Red Bull
122,,0.1730769230769231,,
123,  F1 Abu Dhabi 2020: Hat Mercedes im dritten Freien Training geblufft?  ,0.17272727272727273,Positive,Mercedes
123,,0.17272727272727273,,
123,,0.17272727272727273,,
124,"  ""Danke, Seb"": Charles Leclerc fährt in Abu Dhabi mit Helm zu Vettels Ehren  ",0.2125,Positive,Leclerc
124,,0.2125,,Vettel
124,,0.2125,,
125,  Formel 1 Abu Dhabi 2020: Das letzte Qualifying des Jahres in der Chronologie  ,0.46404494382022476,Positive,
125,,0.46404494382022476,,
125,,0.46404494382022476,,
126,  100. Grand Prix für Haas in der F1: Worauf Günther Steiner stolz ist  ,0.32307692307692304,Positive,Haas
126,,0.32307692307692304,,
126,,0.32307692307692304,,
127,  2021er-Unterboden getestet: Vettel hilft bei Entwicklung des neuen Ferrari  ,0.44000000000000006,Positive,Vettel
127,,0.44000000000000006,,Ferrari
127,,0.44000000000000006,,
128,"  Günther Steiner: Mick Schumacher ""hat einen fantastischen Job gemacht""  ",0.345,Positive,
128,,0.345,,
128,,0.345,,
129,"  Ralf Schumacher: ""Bottas nächstes Jahr nicht mehr im Mercedes""  ",0.3857142857142858,Positive,Bottas
129,,0.3857142857142858,,Mercedes
129,,0.3857142857142858,,
130,"  ""Eigenartiges Gefühl"": George Russell berichtet von seiner Williams-Rückkehr  ",0.37999999999999995,Positive,Russell
130,,0.37999999999999995,,Williams
130,,0.37999999999999995,,
131,  Alfa Romeo in Flammen: Darum kam Räikkönen so langsam aus dem Auto  ,0.09333333333333331,Neutral,Alfa Romeo
131,,0.09333333333333331,,
131,,0.09333333333333331,,
132,"  Andreas Seidl: ""Haben größeren Sprung mit dem Soft erwartet""  ",0.7638888888888887,Positive,
132,,0.7638888888888887,,
132,,0.7638888888888887,,
133,"  Lewis Hamilton wieder da: ""Wie am ersten Schultag!""  ",0.444,Positive,Hamilton
133,,0.444,,
133,,0.444,,
134,  Formel-1-Technik: Was in Abu Dhabi für 2021 getestet wurde  ,0.5090909090909091,Positive,
134,,0.5090909090909091,,
134,,0.5090909090909091,,
135,  Warum Renault Fernando Alonso unbedingt testen wollte  ,0.5137931034482758,Positive,Renault
135,,0.5137931034482758,,
135,,0.5137931034482758,,
136,"  F1 Abu Dhabi: Hamilton Schnellster, aber Bestzeit für Bottas!  ",0.38958333333333317,Positive,Hamilton
136,,0.38958333333333317,,Bottas
136,,0.38958333333333317,,
137,  Mick Schumachers Debüt: Warum er schneller war und was noch besser geht  ,0.6277777777777778,Positive,
137,,0.6277777777777778,,
137,,0.6277777777777778,,
138,  Mercedes erklärt: Warum Bottas' Starts so schlecht ausgesehen haben  ,0.5666666666666667,Positive,Bottas
138,,0.5666666666666667,,Mercedes
138,,0.5666666666666667,,
139,"  Horner lobt Perez: Sieg in Bahrain war ""großartige Eigenwerbung""  ",0.65,Positive,Perez
139,,0.65,,
139,,0.65,,
140,  Abu Dhabi 2020: So lief das erste Formel-1-Training von Mick Schumacher!  ,0.3090909090909091,Positive,
140,,0.3090909090909091,,
140,,0.3090909090909091,,
141,  Romain Grosjean zeigt Grad seiner Verbrennungen auf Social Media  ,0.17272727272727273,Positive,Grosjean
141,,0.17272727272727273,,
141,,0.17272727272727273,,
142,  Haas: Kein Abschiedstest für Romain Grosjean möglich  ,0.7714285714285715,Positive,Grosjean
142,,0.7714285714285715,,Haas
142,,0.7714285714285715,,
143,"  Formel-1-Liveticker: George Russell ""kein Thema"" für Red Bull  ",0.3476190476190475,Positive,Russell
143,,0.3476190476190475,,Red Bull
143,,0.3476190476190475,,
144,  Max Verstappen: Suche mir meinen Teamkollegen nicht aus  ,0.43333333333333335,Positive,Verstappen
144,,0.43333333333333335,,
144,,0.43333333333333335,,
145,"  Toto Wolff über Bottas: ""Alles andere als einfach"", ""immens unter Druck""  ",0.3532258064516129,Positive,Bottas
145,,0.3532258064516129,,
145,,0.3532258064516129,,
146,  Magnussen: Kaum jemand auf eine Runde schneller als Grosjean  ,0.4448275862068965,Positive,Grosjean
146,,0.4448275862068965,,Magnussen
146,,0.4448275862068965,,
147,  Nicholas Latifi: Russell-Leistung im Mercedes lässt ihn besser aussehen  ,0.5583333333333333,Positive,Russell
147,,0.5583333333333333,,Latifi
147,,0.5583333333333333,,Mercedes
148,  Kampf um Platz drei: McLaren muss auf Probleme bei Racing Point hoffen  ,0.388235294117647,Positive,Racing Point
148,,0.388235294117647,,McLaren
148,,0.388235294117647,,
149,  Warum Lewis Hamilton nun doch beim Formel-1-Finale in Abu Dhabi fährt  ,0.07894736842105261,Neutral,Hamilton
149,,0.07894736842105261,,
149,,0.07894736842105261,,
150,"  Vettel über Young-Driver-Test: ""Dann müsste man es allen erlauben""  ",0.3045454545454545,Positive,Vettel
150,,0.3045454545454545,,
150,,0.3045454545454545,,
151,"  ""No Power"": Mercedes erklärt, warum George Russell so besorgt war  ",-0.11724137931034484,Negative,Russell
151,,-0.11724137931034484,,Mercedes
151,,-0.11724137931034484,,
152,"  Magnussen vor F1-Abschiedsrennen: ""Man sollte niemals nie sagen""  ",0.3461538461538461,Positive,Magnussen
152,,0.3461538461538461,,
152,,0.3461538461538461,,
153,  George Russell stellt klar: Bin für 2021 ein Williams-Fahrer  ,0.14761904761904765,Neutral,Russell
153,,0.14761904761904765,,Williams
153,,0.14761904761904765,,
154,"  Nach ""Missverständnis"": Was Pirelli beim Reifentest in Abu Dhabi ändern will  ",0.19736842105263164,Positive,
154,,0.19736842105263164,,
154,,0.19736842105263164,,
155,"  Max Verstappen: Wäre auch raus, wenn ich das Kiesbett gesehen hätte  ",-0.11034482758620687,Negative,Verstappen
155,,-0.11034482758620687,,
155,,-0.11034482758620687,,
156,  Showrun in Abu Dhabi: Fernando Alonso zurück am Steuer des Renault R25  ,0.22777777777777775,Positive,Renault
156,,0.22777777777777775,,
156,,0.22777777777777775,,
157,  Krank nach Italien: Ferrari in Abu Dhabi wieder ohne Mattia Binotto  ,0.7,Positive,Ferrari
157,,0.7,,
157,,0.7,,
158,  Warten auf Lewis Hamilton: Jack Aitken als Williams-Fahrer in FIA-PK  ,0.6285714285714286,Positive,Hamilton
158,,0.6285714285714286,,Williams
158,,0.6285714285714286,,
159,"  Mercedes-Boxenproblem gelöst? ""Haben die Köpfe rauchen lassen!""  ",0.01052631578947367,Neutral,Mercedes
159,,0.01052631578947367,,
159,,0.01052631578947367,,
160,  Dank ans Team: Mercedes fährt in Abu Dhabi mit Speziallackierung  ,0.42750000000000005,Positive,Mercedes
160,,0.42750000000000005,,
160,,0.42750000000000005,,
161,  Williams: George Russell in Sachir vermisst  ,0.4477272727272727,Positive,Russell
161,,0.4477272727272727,,Williams
161,,0.4477272727272727,,
162,  Valtteri Bottas: Ersten Matchball für Vize-WM-Titel nicht verwandelt  ,0.8333333333333333,Positive,Bottas
162,,0.8333333333333333,,
162,,0.8333333333333333,,
163,"  Toto Wolff: ""Wir wissen, wie gut Esteban Ocon ist""  ",0.5999999999999999,Positive,Ocon
163,,0.5999999999999999,,
163,,0.5999999999999999,,
