Index,Title,Link
22,  Vettel explains Ferrari farewell song in Abu Dhabi  ,https://www.motorsport.com/f1/news/vettel-ferrari-farewell-song-abu-dhabi/4927382/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
23,"  Sir Frank Williams in stable condition in hospital, says family  ",https://www.motorsport.com/f1/news/sir-frank-williams-hospital-stable/4927631/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
24,  Masi explains decision to delay Sainz investigation  ,https://www.motorsport.com/f1/news/masi-sainz-pitlane-investigation-delay/4927254/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
25,  Gallery: Formula 1's young driver test in Abu Dhabi  ,https://www.motorsport.com/f1/news/abu-dhabi-young-driver-test-photos/4927520/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
26,  Alonso: First proper F1 test ignited “competitive spirit”  ,https://www.motorsport.com/f1/news/alonso-renault-abu-dhabi-test/4927565/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
27,  Alonso tops Abu Dhabi F1 test for Renault  ,https://www.motorsport.com/f1/news/alonso-tops-abu-dhabi-f1-test-for-renault/4927506/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
28,  Ricciardo reveals he's had Bathurst talks  ,https://www.motorsport.com/f1/news/ricciardo-reveals-bathurst-talks-brown/4927201/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
34,  Ten things we learned from the Abu Dhabi Grand Prix  ,https://www.motorsport.com/f1/news/ten-things-we-learned-from-the-abu-dhabi-grand-prix/4927034/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
35,  Who is driving in the Abu Dhabi F1 young driver test?  ,https://www.motorsport.com/f1/news/abu-dhabi-young-driver-test-line-up/4927019/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
36,"  Hamilton: Mercedes has ""fight on our hands"" with Red Bull  ",https://www.motorsport.com/f1/news/hamilton-red-bill-fight-hands-2021/4926875/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
37,  Abu Dhabi Grand Prix - Driver ratings  ,https://www.motorsport.com/f1/news/abu-dhabi-grand-prix-driver-ratings-4926872/4926872/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
38,  McLaren downplays talk it can close Mercedes gap soon  ,https://www.motorsport.com/f1/news/mclaren-close-gap-mercedes-2021/4926820/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
39,  Why engine caution wasn't the biggest factor in Mercedes defeat  ,https://www.motorsport.com/f1/news/why-engine-caution-wasnt-the-biggest-factor-in-mercedes-defeat/4926789/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
40,  Hamilton wants new Mercedes F1 contract before Christmas  ,https://www.motorsport.com/f1/news/hamilton-new-mercedes-contract-christmas/4926744/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
41,  Mercedes: Power unit deficit worth less than 0.1s per lap  ,https://www.motorsport.com/f1/news/mercedes-engine-down-abu-dhabi/4926733/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
42,"  Albon feels he has ""done everything"" to save Red Bull seat  ",https://www.motorsport.com/f1/news/albon-feels-he-has-done-everything-to-save-red-bull-seat/4926452/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
43,"  Abu Dhabi GP defeat ""a slap on the wrist"" for Mercedes  ",https://www.motorsport.com/f1/news/abu-dhabi-gp-defeat-a-slap-on-the-wrist-for-mercedes/4926584/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
44,"  Vettel admits Ferrari farewell an ""emotional day""  ",https://www.motorsport.com/f1/news/vettel-emotional-day-ferrari-abu-dhabi/4926566/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
45,"  Kvyat: No decision from AlphaTauri on F1 future ""a shame""  ",https://www.motorsport.com/f1/news/kvyat-alphatauri-2021-decision-shame/4926553/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
51,  Verstappen feared Imola tyre failure repeat while leading  ,https://www.motorsport.com/f1/news/verstappen-feared-imola-tyre-failure-repeat-while-leading/4926523/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
52,  McLaren retains third after Sainz escapes Abu Dhabi penalty  ,https://www.motorsport.com/f1/news/sainz-stroll-pitlane-no-action/4926490/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
53,"  Hamilton says COVID effects affected him ""massively"" in race  ",https://www.motorsport.com/f1/news/hamilton-covid-effect-massive-abu-dhabi-gp/4926410/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
54,  2020 F1 Abu Dhabi Grand Prix race results  ,https://www.motorsport.com/f1/news/abu-dhabi-gp-race-results-f1/4926362/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
55,  Abu Dhabi GP: Verstappen cruises to win ahead of Mercedes duo  ,https://www.motorsport.com/f1/news/abu-dhabi-gp-race-report-verstappen/4926377/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
56,  The Abu Dhabi GP as it happened  ,https://www.motorsport.com/f1/news/live-follow-the-abu-dhabi-gp-as-it-happens/4926315/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
57,  Mercedes turns down power in Abu Dhabi amid MGU-K concerns  ,https://www.motorsport.com/f1/news/mercedes-mguk-concerns-abu-dhabi/4926265/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
58,  Ricciardo: Alonso run shows F1 needs to bring back 'wow factor'  ,https://www.motorsport.com/f1/news/ricciardo-alonso-run-f1-needs-wow-factor/4926242/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
59,  Albon plans to “disturb” Mercedes in crucial race for future  ,https://www.motorsport.com/f1/news/albon-mercedes-strategy-abu-dhabi/4926219/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
60,  Leclerc explains Vettel Abu Dhabi helmet tribute gesture  ,https://www.motorsport.com/f1/news/leclerc-vettel-helmet-tribute-ferrari/4926207/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
61,"  Stroll ""surviving"" on engine miles as P3 battle heats up  ",https://www.motorsport.com/f1/news/lance-stroll-engine-miles-surviving-/4925860/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
62,"  Formula 1 Abu Dhabi Grand Prix – How to watch, start time & more  ",https://www.motorsport.com/f1/news/abu-dhabi-grand-prix-how-to-watch-start-time/4926139/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
68,  McLaren to sell stake in F1 team to US investors  ,https://www.motorsport.com/f1/news/mclaren-sells-stake-f1-team-msp/4926065/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
69,  Wolff: It’s Hamilton’s call whether he’s fit enough to race  ,https://www.motorsport.com/f1/news/lewis-hamilton-fit-mercedes-race/4926054/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
70,  Norris surprised by small gap to Abu Dhabi GP pole  ,https://www.motorsport.com/f1/news/norris-surprised-by-small-gap-to-abu-dhabi-gp-pole/4925962/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
71,  Wolff elaborates on Bottas radio message during Q3  ,https://www.motorsport.com/f1/news/mercedes-radio-message-bottas-abu-dhabi/4925854/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
72,"  Leclerc ""disappointed"" after failing to replicate Q1 pace  ",https://www.motorsport.com/f1/news/leclerc-disappointed-abu-dhabi-qualifying/4925869/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
73,  Verstappen explains how hand got stuck in qualifying  ,https://www.motorsport.com/f1/news/verstappen-explains-how-hand-got-stuck-in-qualifying/4925863/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
74,  Hamilton “not 100%” after being “bed-ridden” by COVID-19  ,https://www.motorsport.com/f1/news/hamilton-bed-ridden-abu-dhabi/4925840/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
75,  Hamilton says weeks off made him lose momentum  ,https://www.motorsport.com/f1/news/hamilton-difficult-weekend-qualifying-abu-dhabi/4925817/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
76,"  2020 F1 Abu Dhabi Grand Prix qualifying results, full grid lineup  ",https://www.motorsport.com/f1/news/abu-dhabi-gp-qualifying-grid-results/4925752/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
77,  Abu Dhabi GP: Verstappen beats Mercedes duo to pole  ,https://www.motorsport.com/f1/news/abu-dhabi-gp-qualifying-report-verstappen/4925773/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
78,  Live: Follow Abu Dhabi GP qualifying as it happens  ,https://www.motorsport.com/f1/news/live-follow-abu-dhabi-gp-practice-as-it-happens-4925352/4925352/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
79,"  Vettel admits to ""failure"" in reaching goals with Ferrari  ",https://www.motorsport.com/f1/news/vettel-admits-failure-ferrar-title/4925017/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
0,  Abu Dhabi GP: Verstappen leads Albon in FP3  ,https://www.motorsport.com/f1/news/abu-dhabi-gp-fp3-report-verstappen/4925657/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
1,"  Wolff: Bottas has ""unconditional support"" from Mercedes  ",https://www.motorsport.com/f1/news/wolff-bottas-unconditional-support-mercedes/4925551/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
2,  F1 2020's fiercest battle now hinges on a 0.068s swing  ,https://www.motorsport.com/f1/news/f1-2020s-fiercest-battle-now-hinges-on-a-0068s-swing/4925482/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
3,"  Russell: ""Strange feeling"" learning of return to Williams  ",https://www.motorsport.com/f1/news/russell-strange-feeling-learning-of-return-to-williams/4925387/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
4,"  Raikkonen: ""Nothing scary"" about FP2 fire  ",https://www.motorsport.com/f1/news/raikkonen-fp2-fire-nothing-scary/4925379/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
5,"  Hamilton: Abu Dhabi return like ""first day back to school""  ",https://www.motorsport.com/f1/news/hamilton-mercedes-return-abu-dhabi/4925293/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
6,  Abu Dhabi GP: Bottas tops FP2 from Hamilton  ,https://www.motorsport.com/f1/news/abu-dhabi-gp-fp2-report-bottas/4925229/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
7,  2020 F1 Abu Dhabi GP Friday practice results  ,https://www.motorsport.com/f1/news/abu-dhabi-gp-practice-results/4925211/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
8,  Abu Dhabi GP practice as it happened  ,https://www.motorsport.com/f1/news/live-follow-abu-dhabi-gp-practice-as-it-happens/4924740/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
9,  The 2021 design tweaks revealed in Abu Dhabi  ,https://www.motorsport.com/f1/news/the-2021-design-tweaks-revealed-in-abu-dhabi/4925169/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
10,"  Williams feels like Russell has ""come home"" in Abu Dhabi GP  ",https://www.motorsport.com/f1/news/williams-russell-home-abu-dhabi/4925149/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
11,  Abu Dhabi GP: Verstappen pips Bottas by 0.034s in FP1  ,https://www.motorsport.com/f1/news/abu-dhabi-gp-fp1-report-verstappen/4925061/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
17,"  Vandoorne, de Vries to test for Mercedes in Abu Dhabi  ",https://www.motorsport.com/f1/news/vandoorne-de-vries-mercedes-test/4925011/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
18,  Perez set for grid penalty after engine change in Abu Dhabi  ,https://www.motorsport.com/f1/news/perez-grid-penalty-engine-abu-dhabi-gp/4925029/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
19,  Haas unable to give Grosjean farewell Formula 1 test  ,https://www.motorsport.com/f1/news/romain-grosjean-haas-farewell-test/4924943/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
20,  Hamilton will race in Abu Dhabi GP after testing negative  ,https://www.motorsport.com/f1/news/hamilton-gets-all-clear-to-race-in-abu-dhabi-gp/4924800/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
21,  Red Bull's Marko sent congratulatory message to Perez  ,https://www.motorsport.com/f1/news/red-bulls-marko-sent-me-congratulatory-message-to-perez/4924595/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
22,"  Magnussen ""at peace"" if Abu Dhabi is final F1 weekend  ",https://www.motorsport.com/f1/news/magnussen-abu-dhabi-final-race/4924582/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
23,  Ferrari explains cause of slow pitstops in 2020 F1 season  ,https://www.motorsport.com/f1/news/ferrari-explains-slow-pit-stops-2020-f1-season/4924315/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
24,  F1 biosphere likely for Australian Grand Prix  ,https://www.motorsport.com/f1/news/f1-biosphere-australian-grand-prix/4924367/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
25,  The challenges in getting a new driver up to speed in F1  ,https://www.motorsport.com/f1/news/new-driver-f1-georgerussell/4924335/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
26,  Mercedes will do ‘everything we can’ for Hamilton to race  ,https://www.motorsport.com/f1/news/mercedes-lewis-hamilton-trying-abu-dhabi-return/4924270/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
27,"  Williams ""missed"" Russell's guidance in Sakhir GP  ",https://www.motorsport.com/f1/news/williams-missed-russell-sakhir-mercedes/4923978/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
28,  Vips and Buemi to test for Red Bull F1 in Abu Dhabi  ,https://www.motorsport.com/f1/news/vips-buemi-abu-dhabi-test/4924098/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
29,"  Alonso in, Vettel out: Who can do F1’s young driver test?  ",https://www.motorsport.com/f1/news/alonso-in-vettel-out-who-can-do-f1s-young-driver-test/4923965/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
30,  Sato joins AlphaTauri for Abu Dhabi F1 test  ,https://www.motorsport.com/f1/news/marino-sato-alphatauri-abu-dhabi-test/4923887/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
31,  Perez: My fate shows that F1 doesn't have the best drivers  ,https://www.motorsport.com/f1/news/perez-my-fate-shows-that-f1-doesnt-have-the-best-drivers/4923135/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
32,  Ten things we learned from the Sakhir GP  ,https://www.motorsport.com/f1/news/ten-things-we-learned-from-the-sakhir-gp/4923313/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
33,"  Wolff: Hamilton, Russell in same team could be ""wild ride""  ",https://www.motorsport.com/f1/news/wolff-hamilton-russell-wild-ride/4923031/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
34,"  Aitken ""gutted"" over Russell missing out on win  ",https://www.motorsport.com/f1/news/aitken-gutted-over-russell-missing-out-on-win/4923200/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
35,"  Bottas: ""Very easy"" to criticise my performance against Russell  ",https://www.motorsport.com/f1/news/bottas-easy-criticise-russell-performance/4923141/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
36,  Explained: F1's Abu Dhabi 'biosphere' lockdown plans  ,https://www.motorsport.com/f1/news/explained-f1s-abu-dhabi-biosphere-lockdown-plans/4922531/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
37,  Sakhir Grand Prix - Driver ratings  ,https://www.motorsport.com/f1/news/sakhir-gp-driver-ratings/4923174/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
38,  Mercedes explains cause of radio glitch in Sakhir GP  ,https://www.motorsport.com/f1/news/mercedes-explains-cause-of-radio-glitch-in-sakhir-gp/4923095/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
39,  The unseen mistake that nearly cost Perez victory in Russell's race  ,https://www.motorsport.com/f1/news/the-unseen-mistake-that-nearly-cost-perez-victory-in-russells-race/4923073/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
