Index,Title,Link
10,  Vettel e Ferrari: un rapporto chiuso in modo amaro  ,https://it.motorsport.com/f1/news/vettel-e-ferrari-un-rapporto-chiuso-in-modo-amaro/4934458/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
11,  Russell spiega cosa ha imparato dal weekend con Mercedes  ,https://it.motorsport.com/f1/news/russell-spiega-cosa-ha-imparato-dal-weekend-con-mercedes/4934922/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
17,  McLaren: ecco come è riuscita a riemergere nel 2020  ,https://it.motorsport.com/f1/news/mclaren-ecco-come-e-riuscita-a-riemergere-nel-2020/4934443/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
18,  Mercedes: è di Sassi la combustione del motore 2021  ,https://it.motorsport.com/f1/news/f1-mercedes-e-di-sassi-la-combustione-del-motore-2021/4934288/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
19,"  Marko: ""Russell non è mai stato sui radar Red Bull""  ",https://it.motorsport.com/f1/news/marko-russell-non-e-mai-stato-sui-radar-red-bull/4934084/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
20,  Domenicali e Wolff si congratulano con Sir Hamilton  ,https://it.motorsport.com/f1/news/f1-domenicali-e-wolff-si-congratulano-con-sir-hamilton/4933771/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
21,  Hamilton diventa Cavaliere su nomina di Johnson  ,https://it.motorsport.com/f1/news/f1-hamilton-diventa-cavaliere-su-nomina-di-johnson/4933141/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
22,"  Michael Schumacher, cosa è cambiato in sette anni  ",https://it.motorsport.com/f1/news/f1-michael-schumacher-cosa-e-cambiato-in-sette-anni/4932696/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
23,"  Hamilton: ""La mia migliore gara? Senza dubbio in Turchia""  ",https://it.motorsport.com/f1/news/hamilton-la-mia-migliore-gara-senza-dubbio-in-turchia/4932632/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
24,  F1: il riassunto della stagione 2020 in dieci punti  ,https://it.motorsport.com/f1/news/f1-il-riassunto-della-stagione-2020-in-dieci-punti-/4932616/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
25,  Segreto Red Bull: Honda in rilascio carica più energia  ,https://it.motorsport.com/f1/news/f1-segreto-red-bull-honda-in-rilascio-carica-piu-energia/4932528/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
26,"  Giovinazzi: ""Nel 2020 sono migliorato moltissimo""  ",https://it.motorsport.com/f1/news/giovinazzi-nel-2020-ho-migliorato-moltissimo/4932272/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
27,  Ferrari SF21: analizziamo le novità della Rossa  ,https://it.motorsport.com/f1/news/f1-ferrari-sf21-analizziamo-le-novita-della-rossa/4932151/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
28,  Alfa Romeo: i gettoni di sviluppo 2021 nel muso stretto  ,https://it.motorsport.com/f1/news/alfa-romeo-i-gettoni-di-sviluppo-2021-nel-muso-stretto/4932020/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
34,"  Hamilton: ""Bottas non deve difendere le sue prestazioni 2020""  ",https://it.motorsport.com/f1/news/hamilton-bottas-non-deve-difendere-le-sue-prestazioni-del-2020-4931841/4931841/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
35,"  Leclerc, il rapporto con Verstappen: “Non ci potevamo vedere”  ",https://it.motorsport.com/f1/news/leclerc-il-rapporto-con-verstappen-non-ci-potevamo-vedere-/4931820/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
36,"  Jos Verstappen: ""Nessun rimpianto per aver scelto la Red Bull""  ",https://it.motorsport.com/f1/news/jos-verstappen-nessun-rimpianto-per-aver-scelto-la-red-bull/4931740/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
37,  Honda: la scarsa lungimiranza dietro l’addio alla Formula 1  ,https://it.motorsport.com/f1/news/honda-la-scarsa-lungimiranza-dietro-addio-alla-formula-1/4931643/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
38,"  Steiner: ""Anche il 2021 sarà un anno difficile per la Haas""  ",https://it.motorsport.com/f1/news/steiner-anche-il-2021-sara-un-anno-difficile-per-la-haas/4931349/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
39,  Williams: il team inglese vuole restare indipendente  ,https://it.motorsport.com/f1/news/williams-il-team-inglese-vuole-restare-indipendente/4931315/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
40,  McLaren: il programma giovani tornerà se ci sarà spazio  ,https://it.motorsport.com/f1/news/mclaren-il-programma-giovani-tornera-se-ci-sara-spazio/4931278/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
41,  It's a long way to the top - Chinchero racconta Giovinazzi  ,https://it.motorsport.com/f1/news/chinchero-racconta-antonio-giovinazzi-podcast/4930841/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
42,  Haas smentisce le fake news e conferma Mazepin per il 2021  ,https://it.motorsport.com/f1/news/haas-smentisce-le-fake-news-e-conferma-mazepin-per-il-2021/4931127/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
43,"  Marko: ""Punteremo al mondiale con due piloti forti""  ",https://it.motorsport.com/f1/news/f1-marko-punteremo-al-mondiale-con-due-piloti-forti/4931025/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
44,  I 10 momenti chiave della stagione 2020 di Hamilton  ,https://it.motorsport.com/f1/news/i-10-momenti-chiave-della-stagione-2020-di-hamilton/4927071/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
45,  Williams: Russell dà suggerimenti dopo l'esperienza Mercedes  ,https://it.motorsport.com/f1/news/williams-russell-da-suggerimenti-dopo-lesperienza-mercedes/4930783/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
51,  Qualifiche F1: ecco le differenze fra compagni di team  ,https://it.motorsport.com/f1/news/qualifiche-f1-ecco-le-differenze-fra-compagni-di-team/4930733/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
52,"  I piloti votano la Top-10: non ci sono Bottas, Vettel e Norris!  ",https://it.motorsport.com/f1/news/f1-i-piloti-votano-la-top-10-non-ci-sono-bottas-vettel-e-norris/4930454/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
53,  Andreas Seidl: l'uomo dietro la rinascita McLaren  ,https://it.motorsport.com/f1/news/andreas-seidl-luomo-dietro-la-rinascita-mclaren/4930245/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
54,"  Steiner: ""Mick Schumacher ha una grande etica del lavoro""  ",https://it.motorsport.com/f1/news/steiner-mick-schumacher-ha-una-grande-etica-del-lavoro/4930355/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
55,  Hamilton: la firma del rinnovo entro la fine dell'anno  ,https://it.motorsport.com/f1/news/f1-hamilton-la-firma-del-rinnovo-entro-la-fine-dellanno/4930241/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
56,"  Addio Tavoni: ""cacciato"" da Maranello inventò la F. Monza  ",https://it.motorsport.com/f1/news/f1-addio-tavoni-cacciato-da-maranello-invento-la-f-monza/4930203/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
57,"  ""Senna, la magia delle perfezione"" il libro di Alberto Sabbatini  ",https://it.motorsport.com/f1/news/f1-senna-la-magia-delle-perfezione-il-libro-di-alberto-sabbatini/4929960/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
58,  F1 Trofeo Lawrence d'Arabia: la vittoria è di Albon!  ,https://it.motorsport.com/f1/news/f1-trofeo-lawrence-darabia-la-vittoria-e-di-albon/4929977/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
59,  Fotogallery: Vettel e le sue 14 vittorie con la Ferrari  ,https://it.motorsport.com/f1/news/fotogallery-f1-le-14-vittorie-di-vettel-con-la-ferrari-4929981/4929981/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
60,"  Video, Barilla: ""Se a batterti è Senna non cerchi giustificazioni""  ",https://it.motorsport.com/f1/news/barilla-se-a-batterti-e-senna-non-cerchi-giustificazioni/4929931/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
61,  Ferrari SF21: pochi sviluppi ma dovranno essere buoni  ,https://it.motorsport.com/f1/news/f1-ferrari-sf21-pochi-sviluppi-ma-dovranno-essere-buoni/4929917/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
62,"  Ferrari: potenziate le strutture, ma non i tecnici  ",https://it.motorsport.com/f1/news/f1-ferrari-potenziate-le-strutture-ma-non-i-tecnici/4929611/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
68,"  Hamilton: ""Orgoglioso del rinnovo di Wolff come boss Mercedes""  ",https://it.motorsport.com/f1/news/hamilton-orgoglioso-del-rinnovo-di-wolff-come-boss-mercedes/4929911/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
69,  Come Verstappen ha stravolto il settore giovani Red Bull  ,https://it.motorsport.com/f1/news/come-verstappen-ha-stravolto-il-settore-giovani-red-bull/4929740/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
70,  Ferrari: ecco Sainz che fa il sedile sulla Rossa  ,https://it.motorsport.com/f1/news/f1-ferrari-ecco-sainz-che-fa-il-sedile-sulla-rossa/4929582/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
71,  Ferrari: Carlos Sainz in Rosso è la sorpresa di Natale  ,https://it.motorsport.com/f1/news/f1-ferrari-carlos-sainz-in-rosso-e-la-sorpresa-di-natale/4929506/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
72,"  Binotto: ""Ferrari, prestazioni inadeguate: ci meritiamo 4!""  ",https://it.motorsport.com/f1/news/f1-binotto-ferrari-prestazioni-inadeguate-ci-meritiamo-4/4929504/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
73,  Ferrari: si chiamerà SF21 la Rossa che si scoprirà a Barcellona  ,https://it.motorsport.com/f1/news/ferrari-si-chiamera-sf21-la-rossa-che-si-scoprira-a-barcellona/4929303/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
74,"  Horner su Perez: ""Non potevamo ignorare la sua stagione""  ",https://it.motorsport.com/f1/news/horner-impossibile-ignorare-la-stagione-di-perez/4929286/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
75,  Mercedes F1: ecco cosa c'è dietro al triumvirato  ,https://it.motorsport.com/f1/news/f1-mercedes-ecco-cosa-ce-dietro-al-triumvirato/4929241/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
76,  Imola cambia: Minardi presidente e Aldo Costa consigliere  ,https://it.motorsport.com/f1/news/f1-imola-cambia-minardi-presidente-e-aldo-costa-consigliere/4929236/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
77,  F1: Red Bull ufficializza Perez come nuovo pilota per il 2021  ,https://it.motorsport.com/f1/news/f1-red-bull-ufficializza-perez-come-nuovo-pilota-per-il-2021/4929166/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
78,"  Mercedes vende quote a INEOS, Wolff firma per tre anni  ",https://it.motorsport.com/f1/news/f1-mercedes-vende-quote-a-ineos-wolff-firma-per-tre-anni/4929032/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
79,"  Domenicali: ""F1 punta sull'ibrido e avrà nuovi Costruttori""  ",https://it.motorsport.com/f1/news/domenicali-f1-punta-sull-ibrido-e-avra-nuovi-costruttori/4928933/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
0,  Red Bull ha deciso: Perez viene preferito ad Albon  ,https://it.motorsport.com/f1/news/f1-red-bull-ha-deciso-perez-viene-preferito-ad-albon/4928902/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
1,  Terremoto a Imola: salta Selvatico Estense e arriva Minardi?  ,https://it.motorsport.com/f1/news/f1-terremoto-a-imola-salta-selvatico-estense-e-arriva-minardi/4928700/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
2,  Red Bull: senza Aston Martin non avrà title sponsor  ,https://it.motorsport.com/f1/news/f1-red-bull-senza-aston-martin-non-avra-title-sponsor/4928472/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
3,"  Russell: ""Tornare a guidare la Williams è stato complicato""  ",https://it.motorsport.com/f1/news/russell-tornare-a-guidare-la-williams-e-stato-complicato/4928022/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
4,  Mercedes: la W11 laboratorio è frutto di un piano preciso  ,https://it.motorsport.com/f1/news/f1-mercedes-la-w11-laboratorio-e-frutto-di-un-piano-preciso/4927989/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
5,  Nei segreti della Tecnica: Mercedes W11  ,https://it.motorsport.com/f1/news/nei-segreti-della-tecnica-mercedes-w11/4927902/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
6,  Ufficiale: Tsunoda è un pilota AlphaTauri per il 2021  ,https://it.motorsport.com/f1/news/ufficiale-tsunoda-e-un-pilota-alphatauri-per-il-2021/4927595/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
7,  Ferrari: Shwartzman e Fuoco promossi nei test di Abu Dhabi  ,https://it.motorsport.com/f1/news/ferrari-shwartzman-e-fuoco-promossi-nei-test-di-abu-dhabi/4927702/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
8,"  Schumacher impara in fretta: ""Obiettivi raggiunti, Haas contenta""  ",https://it.motorsport.com/f1/news/schumacher-impara-in-fretta-obiettivi-raggiunti-haas-contenta/4927617/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
9,  Ferrari: Ilott nominato test driver della Scuderia  ,https://it.motorsport.com/f1/news/f1-ferrari-ilott-nominato-test-driver-della-scuderia/4927643/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
10,"  Alonso già alla ""conquista"" del team Renault  ",https://it.motorsport.com/f1/news/f1-alonso-alla-conquista-del-team-renault/4927611/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
11,  Frank Williams ricoverato in ospedale in condizioni stabili  ,https://it.motorsport.com/f1/news/frank-williams-ricoverato-in-ospedale-in-condizioni-stabili/4927620/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
17,"  Tsunoda: ""Il motore Honda 2020 è impressionante!""  ",https://it.motorsport.com/f1/news/tsunoda-il-motore-honda-2020-e-impressionante/4927581/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
18,"  Alonso: ""La Renault ha riacceso il mio spirito competitivo""  ",https://it.motorsport.com/f1/news/alonso-la-renault-ha-riacceso-il-mio-spirito-competitivo/4927555/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
19,  Ferrari: il tributo a Vettel è stato molto emozionante  ,https://it.motorsport.com/f1/news/f1-ferrari-il-tributo-a-vettel-e-stato-molto-emozionante/4927535/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
20,  Test F1 Abu Dhabi: Alonso già più veloce di Ocon e Ricciardo  ,https://it.motorsport.com/f1/news/test-f1-abu-dhabi-alonso-gia-piu-veloce-di-ocon-e-ricciardo/4927515/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
21,  Brembo festeggia i 500 titoli mondiali nel Motorsport  ,https://it.motorsport.com/f1/news/brembo-festeggia-i-500-titoli-conquistati-nel-motorsport/4927329/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
22,  F1: ridotta la tassa d'iscrizione dei team al Mondiale 2021  ,https://it.motorsport.com/f1/news/ridotta-la-tassa-discrizione-al-campionato-2021-di-f1/4927397/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
23,  Jérôme Stoll lascia la presidenza di Renault Sport Racing  ,https://it.motorsport.com/f1/news/jerome-stoll-lascia-la-presidenza-di-renault-sport-racing-/4927392/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
24,  Red Bull: il motore la grande incognita del futuro  ,https://it.motorsport.com/f1/news/red-bull-il-motore-la-grande-incognita-del-futuro/4927106/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
25,"  Montezemolo: ""I problemi della Ferrari vengono da lontano""  ",https://it.motorsport.com/f1/news/montezemolo-i-problemi-della-ferrari-vengono-da-lontano/4927327/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
26,"  ""Cavallino senza fili"", il libro su Vettel di Alberto Antonini  ",https://it.motorsport.com/f1/news/cavallino-senza-fili-il-libro-su-vettel-di-alberto-antonini/4927300/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
27,  Test F1 Abu Dhabi: Vandoorne beffa Alonso a fine mattinata  ,https://it.motorsport.com/f1/news/test-f1-abu-dhabi-vandoorne-beffa-alonso-a-fine-mattinata/4927311/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
28,"  Mekies: ""Questo anno difficile ci ha reso più forti""  ",https://it.motorsport.com/f1/news/f1-mekies-questo-anno-difficile-ci-ha-reso-piu-forti/4927275/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
29,  Fotogallery F1: i test di Abu Dhabi  ,https://it.motorsport.com/f1/news/fotogallery-f1-i-test-di-abu-dhabi/4927273/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
30,  Test F1 Abu Dhabi: Alonso subito dittatore  ,https://it.motorsport.com/f1/news/test-f1-abu-dhabi-alonso-subito-dittatore/4927259/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
31,  Chi guiderà nei test di Formula 1 ad Abu Dhabi?  ,https://it.motorsport.com/f1/news/chi-guidera-nei-test-di-formula-1-ad-abu-dhabi/4927095/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
32,  Red Bull: la decisione su Albon sarà presa prima di Natale  ,https://it.motorsport.com/f1/news/red-bull-la-decisione-su-albon-sara-presa-prima-di-natale/4927108/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formula+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
